Candidate,Party,First_pref_count,First_pref_pct,Quota,Elected_on_Count,Status,Seat,Gender,Election_date,Electorate,number_of_candidates,seats_available,constituency_name,constituency_name_as_Gaeilge,quota,Outgoing
Cornelius Duggan,National Centre Party,2111,0.0382,0.23,0,,,Male,1933-01-24,not available,10,5,Cork Borough,(Munster),9203,
Jeremiah Hurley,Labour,5248,0.0951,0.57,0,,,Male,1933-01-24,not available,10,5,Cork Borough,(Munster),9203,
Barry M Egan,Cumann na nGaedheal,1995,0.0361,0.22,0,,,Male,1933-01-24,not available,10,5,Cork Borough,(Munster),9203,
Seán French,Fianna Fail,3812,0.069,0.41,0,,,Male,1933-01-24,not available,10,5,Cork Borough,(Munster),9203,
Martin Corry,Fianna Fail,10923,0.24960000000000002,1.50,0,1,,Male,1933-01-24,not available,8,5,Cork East,Corcaigh Thoir,7294,
William Kent,National Centre Party,7712,0.17620000000000002,1.06,0,2,,Male,1933-01-24,not available,8,5,Cork East,Corcaigh Thoir,7294,
Patrick Murphy,Fianna Fail,5092,0.1164,0.70,0,3,,Male,1933-01-24,not available,8,5,Cork East,Corcaigh Thoir,7294,
William Broderick,Cumann na nGaedheal,4432,0.1013,0.61,0,4,,Male,1933-01-24,not available,8,5,Cork East,Corcaigh Thoir,7294,
Patrick Daly,Cumann na nGaedheal,3645,0.0833,0.50,0,5,,Male,1933-01-24,not available,8,5,Cork East,Corcaigh Thoir,7294,
Brook Brasier,Non party/Independent,4389,0.1003,0.60,0,,,Male,1933-01-24,not available,8,5,Cork East,Corcaigh Thoir,7294,
Patrick O'Brien,Fianna Fail,4244,0.09699999999999999,0.58,0,,,Male,1933-01-24,not available,8,5,Cork East,Corcaigh Thoir,7294,
Edward Cronin,Cumann na nGaedheal,3324,0.076,0.46,0,,,Male,1933-01-24,not available,8,5,Cork East,Corcaigh Thoir,7294,
Daniel O'Leary,Cumann na nGaedheal,7736,0.2515,1.01,0,1,,Male,1933-01-24,not available,6,3,Cork North,(Munster),7692,
Seán Moylan,Fianna Fail,7463,0.2426,0.97,0,2,,Male,1933-01-24,not available,6,3,Cork North,(Munster),7692,
Daniel Corkery,Fianna Fail,7093,0.2306,0.92,0,3,,Male,1933-01-24,not available,6,3,Cork North,(Munster),7692,
Dominic O'Sullivan,Labour,645,0.021,0.08,0,,,Male,1933-01-24,not available,6,3,Cork North,(Munster),7692,
Daniel Hinchin,Labour,1029,0.0334,0.13,0,,,Male,1933-01-24,not available,6,3,Cork North,(Munster),7692,
Daniel Vaughan,National Centre Party,6799,0.221,0.88,0,,,Male,1933-01-24,not available,6,3,Cork North,(Munster),7692,
James Burke,Cumann na nGaedheal,9482,0.21309999999999998,1.28,0,1,,Male,1933-01-24,not available,8,5,Cork West,(Munster),7416,
Timothy O'Donovan,National Centre Party,9075,0.204,1.22,0,2,,Male,1933-01-24,not available,8,5,Cork West,(Munster),7416,
Eamonn O'Neill,Cumann na nGaedheal,6067,0.1364,0.82,0,3,,Male,1933-01-24,not available,8,5,Cork West,(Munster),7416,
Timothy Murphy,Labour,6458,0.1451,0.87,0,4,,Male,1933-01-24,not available,8,5,Cork West,(Munster),7416,
Thomas Hales,Fianna Fail,4021,0.0904,0.54,0,5,,Male,1933-01-24,not available,8,5,Cork West,(Munster),7416,
Eugene McCarthy,Fianna Fail,1843,0.0414,0.25,0,,,Male,1933-01-24,not available,8,5,Cork West,(Munster),7416,
Raphael Keyes,Fianna Fail,4840,0.10880000000000001,0.65,0,,,Male,1933-01-24,not available,8,5,Cork West,(Munster),7416,
Jeremiah Galvin,Fianna Fail,2708,0.060899999999999996,0.37,0,,,Male,1933-01-24,not available,8,5,Cork West,(Munster),7416,
Major James Myles,Non party/Independent,10784,0.155,1.39,0,1,,Male,1933-01-24,not available,11,8,Donegal,(Ulster),7731,
Michael McFadden,Cumann na nGaedheal,4725,0.0679,0.61,0,2,,Male,1933-01-24,not available,11,8,Donegal,(Ulster),7731,
Daniel McMenamin,Cumann na nGaedheal,5261,0.0756,0.68,0,3,,Male,1933-01-24,not available,11,8,Donegal,(Ulster),7731,
James Dillon,National Centre Party,5319,0.0765,0.69,0,4,,Male,1933-01-24,not available,11,8,Donegal,(Ulster),7731,
Brian Brady,Fianna Fail,7615,0.10949999999999999,0.98,0,5,,Male,1933-01-24,not available,11,8,Donegal,(Ulster),7731,
Neal Blaney,Fianna Fail,7310,0.1051,0.95,0,6,,Male,1933-01-24,not available,11,8,Donegal,(Ulster),7731,
Joseph O'Doherty,Fianna Fail,7384,0.1061,0.96,0,7,,Male,1933-01-24,not available,11,8,Donegal,(Ulster),7731,
Hugh Doherty,Fianna Fail,7055,0.1014,0.91,0,8,,Male,1933-01-24,not available,11,8,Donegal,(Ulster),7731,
Michael McGilligan,Cumann na nGaedheal,4306,0.061900000000000004,0.56,0,,,Male,1933-01-24,not available,11,8,Donegal,(Ulster),7731,
Archie J Cassidy,Fianna Fail,6036,0.0868,0.78,0,,,Male,1933-01-24,not available,11,8,Donegal,(Ulster),7731,
Eugene Doherty,Cumann na nGaedheal,3779,0.054299999999999994,0.49,0,,,Male,1933-01-24,not available,11,8,Donegal,(Ulster),7731,
Seán MacEntee,Fianna Fail,15644,0.17300000000000001,1.56,0,1,,Male,1933-01-24,117807,14,8,Dublin County,Baile Atha Cliath,10051,
Henry Dockrell,Cumann na nGaedheal,11710,0.1295,1.17,0,2,,Male,1933-01-24,117807,14,8,Dublin County,Baile Atha Cliath,10051,
John A Costello,Cumann na nGaedheal,10941,0.121,1.09,0,3,,Male,1933-01-24,117807,14,8,Dublin County,Baile Atha Cliath,10051,
Sean Brady,Fianna Fail,10626,0.1175,1.06,1,Elected (awaiting update),4,Male,1933-01-24,117807,14,8,Dublin County,Baile Atha Cliath,10051,
John Good,Non party/Independent,8916,0.0986,0.89,0,5,,Male,1933-01-24,117807,14,8,Dublin County,Baile Atha Cliath,10051,
Batt O'Connor,Cumann na nGaedheal,5816,0.0643,0.58,0,6,,Male,1933-01-24,117807,14,8,Dublin County,Baile Atha Cliath,10051,
General Gerald O'Sullivan,Cumann na nGaedheal,7030,0.07769999999999999,0.70,0,7,,Male,1933-01-24,117807,14,8,Dublin County,Baile Atha Cliath,10051,
Margaret Pearse,Fianna Fail,3876,0.0429,0.39,0,8,,Female,1933-01-24,117807,14,8,Dublin County,Baile Atha Cliath,10051,
Thomas Mullen,Fianna Fail,2520,0.0279,0.25,0,,,Male,1933-01-24,117807,14,8,Dublin County,Baile Atha Cliath,10051,
James Ennis,Cumann na nGaedheal,2491,0.0275,0.25,0,,,Male,1933-01-24,117807,14,8,Dublin County,Baile Atha Cliath,10051,
James Rooney,National Centre Party,2833,0.0313,0.28,0,,,Male,1933-01-24,117807,14,8,Dublin County,Baile Atha Cliath,10051,
Patrick Curran,Labour,3227,0.035699999999999996,0.32,0,,,Male,1933-01-24,117807,14,8,Dublin County,Baile Atha Cliath,10051,
Archie Heron,Labour,924,0.0102,0.09,0,,,Male,1933-01-24,117807,14,8,Dublin County,Baile Atha Cliath,10051,
John O'Connor,Cumann na nGaedheal,3898,0.0431,0.39,0,,,Male,1933-01-24,117807,14,8,Dublin County,Baile Atha Cliath,10051,
Seán T O'Kelly,Fianna Fail,17053,0.2164,1.95,1,Made Quota,1,Male,1933-01-24,103824,13,8,Dublin North,Baile Atha Cliath Thuaidh,8757,TD
Alfie Byrne,Non party/Independent,14472,0.18359999999999999,1.65,1,Made Quota,2,Male,1933-01-24,103824,13,8,Dublin North,Baile Atha Cliath Thuaidh,8757,TD
General Richard Mulcahy,Cumann na nGaedheal,8864,0.1125,1.01,1,Made Quota,3,Male,1933-01-24,103824,13,8,Dublin North,Baile Atha Cliath Thuaidh,8757,TD
Oscar Traynor,Fianna Fail,5143,0.0653,0.59,2,Made Quota,6,Male,1933-01-24,103824,13,8,Dublin North,Baile Atha Cliath Thuaidh,8757,TD
Eamonn Cooney,Fianna Fail,4685,0.0594,0.54,8,Made Quota,5,Male,1933-01-24,103824,13,8,Dublin North,Baile Atha Cliath Thuaidh,8757,TD
Cormac Breathnach,Fianna Fail,5923,0.07519999999999999,0.68,8,Made Quota,4,Male,1933-01-24,103824,13,8,Dublin North,Baile Atha Cliath Thuaidh,8757,TD
Vincent Rice,Cumann na nGaedheal,5045,0.064,0.58,11,Made Quota,7,Male,1933-01-24,103824,13,8,Dublin North,Baile Atha Cliath Thuaidh,8757,
Patrick Belton,Cumann na nGaedheal,3989,0.0506,0.46,12,Made Quota,8,Male,1933-01-24,103824,13,8,Dublin North,Baile Atha Cliath Thuaidh,8757,
Martin O'Sullivan,Labour,4067,0.0516,0.46,(12),Not Elected,,Male,1933-01-24,103824,13,8,Dublin North,Baile Atha Cliath Thuaidh,8757,
Margaret Collins O'Driscoll,Cumann na nGaedheal,2379,0.0302,0.27,(10),Eliminated,,Female,1933-01-24,103824,13,8,Dublin North,Baile Atha Cliath Thuaidh,8757,
Matthew Stafford,Fianna Fail,2455,0.031200000000000002,0.28,(7),Eliminated,,Male,1933-01-24,103824,13,8,Dublin North,Baile Atha Cliath Thuaidh,8757,
John Byrne,Cumann na nGaedheal,1940,0.0246,0.22,(6),Eliminated,,Male,1933-01-24,103824,13,8,Dublin North,Baile Atha Cliath Thuaidh,8757,TD
Jim Larkin Snr,Non party/Independent,2792,0.0354,0.32,(5),Eliminated,,Male,1933-01-24,103824,13,8,Dublin North,Baile Atha Cliath Thuaidh,8757,
Seán Lemass,Fianna Fail,14716,0.2422,1.94,0,1,,Male,1933-01-24,not available,10,7,Dublin South,Baile Atha Cliath Theas,7596,
James Beckett,Cumann na nGaedheal,8364,0.1376,1.10,0,2,,Male,1933-01-24,not available,10,7,Dublin South,Baile Atha Cliath Theas,7596,
Robert Briscoe,Fianna Fail,4894,0.0805,0.64,0,3,,Male,1933-01-24,not available,10,7,Dublin South,Baile Atha Cliath Theas,7596,
James McGuire,Cumann na nGaedheal,7414,0.122,0.98,0,4,,Male,1933-01-24,not available,10,7,Dublin South,Baile Atha Cliath Theas,7596,
Thomas Kelly,Fianna Fail,4831,0.0795,0.64,0,5,,Male,1933-01-24,not available,10,7,Dublin South,Baile Atha Cliath Theas,7596,
James B Lynch,Fianna Fail,4642,0.0764,0.61,0,6,,Male,1933-01-24,not available,10,7,Dublin South,Baile Atha Cliath Theas,7596,
Peadar Doyle,Cumann na nGaedheal,5920,0.0974,0.78,0,7,,Male,1933-01-24,not available,10,7,Dublin South,Baile Atha Cliath Theas,7596,
Myles Keogh,Cumann na nGaedheal,4259,0.0701,0.56,0,,,Male,1933-01-24,not available,10,7,Dublin South,Baile Atha Cliath Theas,7596,
Denis Healy,Fianna Fail,2888,0.0475,0.38,0,,,Male,1933-01-24,not available,10,7,Dublin South,Baile Atha Cliath Theas,7596,
Thomas Hennessy,Cumann na nGaedheal,2837,0.0467,0.37,0,,,Male,1933-01-24,not available,10,7,Dublin South,Baile Atha Cliath Theas,7596,
General Seán MacEoin,Fine Gael,7587,0.2576,1.03,0,1,,Male,1937-07-01,not available,10,3,Athlone Longford,(Leinster),7362,
James Victory,Fianna Fail,4565,0.155,0.62,0,2,,Male,1937-07-01,not available,10,3,Athlone Longford,(Leinster),7362,
Matthew Davis,Fianna Fail,4132,0.14029999999999998,0.56,0,3,,Male,1937-07-01,not available,10,3,Athlone Longford,(Leinster),7362,
Joseph Burke,Non party/Independent,1159,0.0394,0.16,0,,,Male,1937-07-01,not available,10,3,Athlone Longford,(Leinster),7362,
Seán Lynch,Non party/Independent,1929,0.0655,0.26,0,,,Male,1937-07-01,not available,10,3,Athlone Longford,(Leinster),7362,
Seán Duffy,Non party/Independent,662,0.0225,0.09,0,,,Male,1937-07-01,not available,10,3,Athlone Longford,(Leinster),7362,
Henry Broderick,Labour,3018,0.1025,0.41,0,,,Male,1937-07-01,not available,10,3,Athlone Longford,(Leinster),7362,
William Finnerty,Fine Gael,3556,0.1208,0.48,0,,,Male,1937-07-01,not available,10,3,Athlone Longford,(Leinster),7362,
Hubert Wilson,Non party/Independent,1031,0.035,0.14,0,,,Male,1937-07-01,not available,10,3,Athlone Longford,(Leinster),7362,
Patrick Killion,Fianna Fail,1808,0.061399999999999996,0.25,0,,,Male,1937-07-01,not available,10,3,Athlone Longford,(Leinster),7362,
William Norton,Labour,9427,0.26039999999999996,1.30,0,1,,Male,1937-07-01,not available,7,4,Carlow Kildare,(Leinster),7240,
Captain Sydney B Minch,Fine Gael,5957,0.1646,0.82,0,2,,Male,1937-07-01,not available,7,4,Carlow Kildare,(Leinster),7240,
Thomas Harris,Fianna Fail,5163,0.1426,0.71,0,3,,Male,1937-07-01,not available,7,4,Carlow Kildare,(Leinster),7240,
Francis Humphreys,Fianna Fail,5515,0.1524,0.76,0,4,,Male,1937-07-01,not available,7,4,Carlow Kildare,(Leinster),7240,
Paddy Nolan,Fine Gael,3041,0.084,0.42,0,,,Male,1937-07-01,not available,7,4,Carlow Kildare,(Leinster),7240,
Gerard Sweetman,Fine Gael,3073,0.0849,0.42,0,,,Male,1937-07-01,not available,7,4,Carlow Kildare,(Leinster),7240,
Brigid Darby,Fianna Fail,4021,0.11109999999999999,0.56,0,,,Female,1937-07-01,not available,7,4,Carlow Kildare,(Leinster),7240,
Paddy Smith,Fianna Fail,8446,0.2305,1.15,0,1,,Male,1937-07-01,not available,8,4,Cavan,(Ulster),7328,
Michael Sheridan,Fianna Fail,3943,0.1076,0.54,0,2,,Male,1937-07-01,not available,8,4,Cavan,(Ulster),7328,
Patrick McGovern,Fine Gael,5868,0.1602,0.80,0,3,,Male,1937-07-01,not available,8,4,Cavan,(Ulster),7328,
John Cole,Non party/Independent,6458,0.17629999999999998,0.88,0,4,,Male,1937-07-01,not available,8,4,Cavan,(Ulster),7328,
James Smith,Non party/Independent,1946,0.053099999999999994,0.27,0,,,Male,1937-07-01,not available,8,4,Cavan,(Ulster),7328,
Bernard Fay,Fianna Fail,3439,0.09390000000000001,0.47,0,,,Male,1937-07-01,not available,8,4,Cavan,(Ulster),7328,
John O'Reilly,Fine Gael,4530,0.12359999999999999,0.62,0,,,Male,1937-07-01,not available,8,4,Cavan,(Ulster),7328,
Patrick Farrell,Non party/Independent,2009,0.0548,0.27,0,,,Male,1937-07-01,not available,8,4,Cavan,(Ulster),7328,
Eamon de Valera,Fianna Fail,14012,0.2857,1.71,0,1,,Male,1937-07-01,not available,10,5,Clare,An Clar,8174,
Seán O'Grady,Fianna Fail,4410,0.08990000000000001,0.54,0,2,,Male,1937-07-01,not available,10,5,Clare,An Clar,8174,
Patrick Burke,Fine Gael,6327,0.129,0.77,0,3,,Male,1937-07-01,not available,10,5,Clare,An Clar,8174,
Thomas T Burke,Independent Farmer,6333,0.1291,0.77,0,4,,Male,1937-07-01,not available,10,5,Clare,An Clar,8174,
Patrick Hogan,Labour,5262,0.1073,0.64,0,5,,Male,1937-07-01,not available,10,5,Clare,An Clar,8174,
William Murphy,Fine Gael,1747,0.0356,0.21,0,,,Male,1937-07-01,not available,10,5,Clare,An Clar,8174,
Patrick Houlihan,Non party/Independent,2821,0.0575,0.35,0,,,Male,1937-07-01,not available,10,5,Clare,An Clar,8174,
Seamus Keely,Fianna Fail,1764,0.036000000000000004,0.22,0,,,Male,1937-07-01,not available,10,5,Clare,An Clar,8174,
Bartholomew Crowley,Fine Gael,3807,0.0776,0.47,0,,,Male,1937-07-01,not available,10,5,Clare,An Clar,8174,
Thomas Shalloo,Fianna Fail,2555,0.0521,0.31,0,,,Male,1937-07-01,not available,10,5,Clare,An Clar,8174,
W T Cosgrave,Fine Gael,9508,0.2486,1.24,0,1,,Male,1937-07-01,not available,6,4,Cork Borough,(Munster),7650,
Hugo Flinn,Fianna Fail,8442,0.2207,1.10,0,2,,Male,1937-07-01,not available,6,4,Cork Borough,(Munster),7650,
Richard Anthony,Non party/Independent,4946,0.1293,0.65,0,3,,Male,1937-07-01,not available,6,4,Cork Borough,(Munster),7650,
Thomas Dowdall,Fianna Fail,6450,0.1686,0.84,0,4,,Male,1937-07-01,not available,6,4,Cork Borough,(Munster),7650,
William Desmond,Fine Gael,2008,0.0525,0.26,0,,,Male,1937-07-01,not available,6,4,Cork Borough,(Munster),7650,
James Hickey,Labour,6893,0.1802,0.90,0,,,Male,1937-07-01,not available,6,4,Cork Borough,(Munster),7650,
Timothy Linehan,Fine Gael,7953,0.20350000000000001,1.02,0,1,,Male,1937-07-01,not available,7,4,Cork North,(Munster),7818,
Patrick Daly,Fine Gael,6023,0.15410000000000001,0.77,0,2,,Male,1937-07-01,not available,7,4,Cork North,(Munster),7818,
Seán Moylan,Fianna Fail,7649,0.1957,0.98,0,3,,Male,1937-07-01,not available,7,4,Cork North,(Munster),7818,
Con Meaney,Fianna Fail,4024,0.10289999999999999,0.51,0,4,,Male,1937-07-01,not available,7,4,Cork North,(Munster),7818,
Edward Cronin,Non party/Independent,3762,0.0962,0.48,0,,,Male,1937-07-01,not available,7,4,Cork North,(Munster),7818,
Patrick Murphy,Fianna Fail,3854,0.0986,0.49,0,,,Male,1937-07-01,not available,7,4,Cork North,(Munster),7818,
Timothy Quill,Labour,5824,0.149,0.74,0,,,Male,1937-07-01,not available,7,4,Cork North,(Munster),7818,
Brook Brasier,Fine Gael,8594,0.2771,1.11,0,1,,Male,1937-07-01,not available,5,3,Cork South East,(Munster),7754,
Martin Corry,Fianna Fail,7567,0.244,0.98,0,2,,Male,1937-07-01,not available,5,3,Cork South East,(Munster),7754,
Jeremiah Hurley,Labour,6720,0.2167,0.87,0,3,,Male,1937-07-01,not available,5,3,Cork South East,(Munster),7754,
William Broderick,Fine Gael,4818,0.1553,0.62,0,,,Male,1937-07-01,not available,5,3,Cork South East,(Munster),7754,
M Leahy,Fianna Fail,3315,0.1069,0.43,0,,,Male,1937-07-01,not available,5,3,Cork South East,(Munster),7754,
Timothy Murphy,Labour,12179,0.2273,1.36,0,1,,Male,1937-07-01,not available,9,5,Cork West,(Munster),8929,
Timothy O'Donovan,Fine Gael,6846,0.1278,0.77,0,2,,Male,1937-07-01,not available,9,5,Cork West,(Munster),8929,
Ted O'Sullivan,Fianna Fail,7538,0.1407,0.84,0,3,,Male,1937-07-01,not available,9,5,Cork West,(Munster),8929,
Eamonn O'Neill,Fine Gael,5108,0.0953,0.57,0,4,,Male,1937-07-01,not available,9,5,Cork West,(Munster),8929,
Daniel O'Leary,Fine Gael,5781,0.1079,0.65,0,5,,Male,1937-07-01,not available,9,5,Cork West,(Munster),8929,
Daniel Corkery,Fianna Fail,5754,0.1074,0.64,0,,,Male,1937-07-01,not available,9,5,Cork West,(Munster),8929,
William Roycroft,Fine Gael,4484,0.0837,0.50,0,,,Male,1937-07-01,not available,9,5,Cork West,(Munster),8929,
Thomas Hales,Non party/Independent,2207,0.0412,0.25,0,,,Male,1937-07-01,not available,9,5,Cork West,(Munster),8929,
John L O'Sullivan,Fine Gael,3675,0.06860000000000001,0.41,0,,,Male,1937-07-01,not available,9,5,Cork West,(Munster),8929,
Major James Myles,Non party/Independent,8090,0.2242,1.12,0,1,,Male,1937-07-01,not available,6,4,Donegal East,Dún na nGall Thior,7216,
Neal Blaney,Fianna Fail,7876,0.2183,1.09,0,2,,Male,1937-07-01,not available,6,4,Donegal East,Dún na nGall Thior,7216,
Daniel McMenamin,Fine Gael,4836,0.1341,0.67,0,3,,Male,1937-07-01,not available,6,4,Donegal East,Dún na nGall Thior,7216,
John Friel,Fianna Fail,5783,0.1603,0.80,0,4,,Male,1937-07-01,not available,6,4,Donegal East,Dún na nGall Thior,7216,
Henry McDevitt,Fianna Fail,5093,0.1412,0.71,0,,,Male,1937-07-01,not available,6,4,Donegal East,Dún na nGall Thior,7216,
John McLoughlin,Fine Gael,4398,0.1219,0.61,0,,,Male,1937-07-01,not available,6,4,Donegal East,Dún na nGall Thior,7216,
Brian Brady,Fianna Fail,7833,0.289,1.16,0,1,,Male,1937-07-01,not available,4,3,Donegal West,Dún na nGall,6777,
Michael McFadden,Fine Gael,7250,0.2675,1.07,0,2,,Male,1937-07-01,not available,4,3,Donegal West,Dún na nGall,6777,
Cormac Breslin,Fianna Fail,6311,0.2328,0.93,0,3,,Male,1937-07-01,not available,4,3,Donegal West,Dún na nGall,6777,
John O'Donnell,Fine Gael,5712,0.2107,0.84,0,,,Male,1937-07-01,not available,4,3,Donegal West,Dún na nGall,6777,
Sean Brady,Fianna Fail,11096,0.19140000000000001,1.15,1,Elected (awaiting update),1,Male,1937-07-01,83457,10,5,Dublin County,Baile Atha Cliath,9662,
Henry Dockrell,Fine Gael,10828,0.1868,1.12,0,2,,Male,1937-07-01,83457,10,5,Dublin County,Baile Atha Cliath,9662,
Cecil Lavery,Fine Gael,4633,0.0799,0.48,0,3,,Male,1937-07-01,83457,10,5,Dublin County,Baile Atha Cliath,9662,
Patrick J Fogarty,Fianna Fail,6048,0.1043,0.63,0,4,,Male,1937-07-01,83457,10,5,Dublin County,Baile Atha Cliath,9662,
Gerrard L McGowan,Labour,6412,0.1106,0.66,0,5,,Male,1937-07-01,83457,10,5,Dublin County,Baile Atha Cliath,9662,
John Corr,Non party/Independent,1255,0.0217,0.13,0,,,Male,1937-07-01,83457,10,5,Dublin County,Baile Atha Cliath,9662,
James Ennis,Fine Gael,2002,0.0345,0.21,0,,,Male,1937-07-01,83457,10,5,Dublin County,Baile Atha Cliath,9662,
Margaret Pearse,Fianna Fail,6204,0.107,0.64,0,,,Female,1937-07-01,83457,10,5,Dublin County,Baile Atha Cliath,9662,
General Gerald O'Sullivan,Fine Gael,3991,0.0689,0.41,0,,,Male,1937-07-01,83457,10,5,Dublin County,Baile Atha Cliath,9662,
Patrick Belton,Non party/Independent,5497,0.09480000000000001,0.57,0,,,Male,1937-07-01,83457,10,5,Dublin County,Baile Atha Cliath,9662,
Alfie Byrne,Non party/Independent,12063,0.3332,1.33,0,1,,Male,1937-07-01,not available,5,3,Dublin North East,Baile Atha Cliath Thoir Thuaidh,9051,
Oscar Traynor,Fianna Fail,9693,0.2677,1.07,0,2,,Male,1937-07-01,not available,5,3,Dublin North East,Baile Atha Cliath Thoir Thuaidh,9051,
Jim Larkin Snr,Non party/Independent,5970,0.1649,0.66,0,3,,Male,1937-07-01,not available,5,3,Dublin North East,Baile Atha Cliath Thoir Thuaidh,9051,
General Richard Mulcahy,Fine Gael,5192,0.1434,0.57,0,,,Male,1937-07-01,not available,5,3,Dublin North East,Baile Atha Cliath Thoir Thuaidh,9051,
Thomas O'Reilly,Fianna Fail,3285,0.0907,0.36,0,,,Male,1937-07-01,not available,5,3,Dublin North East,Baile Atha Cliath Thoir Thuaidh,9051,
Seán T O'Kelly,Fianna Fail,12772,0.271,1.63,0,1,,Male,1937-07-01,not available,10,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7856,
Alfred Byrne,Non party/Independent,9030,0.1916,1.15,0,2,,Male,1937-07-01,not available,10,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7856,
Patrick J McGilligan,Fine Gael,5976,0.1268,0.76,0,3,,Male,1937-07-01,not available,10,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7856,
Archie Heron,Labour,6287,0.1334,0.80,0,4,,Male,1937-07-01,not available,10,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7856,
Cormac Breathnach,Fianna Fail,3972,0.0843,0.51,0,5,,Male,1937-07-01,not available,10,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7856,
Eamonn Cooney,Fianna Fail,3707,0.0787,0.47,0,,,Male,1937-07-01,not available,10,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7856,
Vincent Rice,Fine Gael,1046,0.0222,0.13,0,,,Male,1937-07-01,not available,10,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7856,
John Byrne,Non party/Independent,1593,0.0338,0.20,0,,,Male,1937-07-01,not available,10,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7856,
Peter Nugent,Fine Gael,1111,0.0236,0.14,0,,,Male,1937-07-01,not available,10,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7856,
Michael Staines,Fine Gael,1638,0.0348,0.21,0,,,Male,1937-07-01,not available,10,5,Dublin North West,Baile Atha Cliath Thiar Thuaidh,7856,
Seán Lemass,Fianna Fail,15969,0.2801,2.24,0,1,,Male,1937-07-01,not available,16,7,Dublin South,Baile Atha Cliath Theas,7127,
Robert Briscoe,Fianna Fail,3315,0.0581,0.47,0,2,,Male,1937-07-01,not available,16,7,Dublin South,Baile Atha Cliath Theas,7127,
Thomas Kelly,Fianna Fail,2815,0.049400000000000006,0.39,0,3,,Male,1937-07-01,not available,16,7,Dublin South,Baile Atha Cliath Theas,7127,
Peadar Doyle,Fine Gael,5941,0.1042,0.83,0,4,,Male,1937-07-01,not available,16,7,Dublin South,Baile Atha Cliath Theas,7127,
Thomas Lawlor,Labour,3872,0.0679,0.54,0,5,,Male,1937-07-01,not available,16,7,Dublin South,Baile Atha Cliath Theas,7127,
Joseph Hannigan,Non party/Independent,4031,0.0707,0.57,0,6,,Male,1937-07-01,not available,16,7,Dublin South,Baile Atha Cliath Theas,7127,
Myles Keogh,Fine Gael,3973,0.0697,0.56,0,7,,Male,1937-07-01,not available,16,7,Dublin South,Baile Atha Cliath Theas,7127,
Ralph Lynch,Fianna Fail,771,0.013500000000000002,0.11,0,,,Male,1937-07-01,not available,16,7,Dublin South,Baile Atha Cliath Theas,7127,
James Beckett,Fine Gael,4623,0.08109999999999999,0.65,0,,,Male,1937-07-01,not available,16,7,Dublin South,Baile Atha Cliath Theas,7127,
Patrick Medlar,Non party/Independent,2474,0.0434,0.35,0,,,Male,1937-07-01,not available,16,7,Dublin South,Baile Atha Cliath Theas,7127,
John McCann,Fianna Fail,2058,0.0361,0.29,0,,,Male,1937-07-01,not available,16,7,Dublin South,Baile Atha Cliath Theas,7127,
Denis Healy,Fianna Fail,1774,0.0311,0.25,0,,,Male,1937-07-01,not available,16,7,Dublin South,Baile Atha Cliath Theas,7127,
John McCabe,Labour,1523,0.026699999999999998,0.21,0,,,Male,1937-07-01,not available,16,7,Dublin South,Baile Atha Cliath Theas,7127,
Michael Byrne,Fine Gael,999,0.0175,0.14,0,,,Male,1937-07-01,not available,16,7,Dublin South,Baile Atha Cliath Theas,7127,
James McGuire,Fine Gael,2000,0.0351,0.28,0,,,Male,1937-07-01,not available,16,7,Dublin South,Baile Atha Cliath Theas,7127,
Frank Ryan,Non party/Independent,875,0.015300000000000001,0.12,0,,,Male,1937-07-01,not available,16,7,Dublin South,Baile Atha Cliath Theas,7127,
Seán MacEntee,Fianna Fail,10124,0.2738,1.10,0,1,,Male,1937-07-01,not available,5,3,Dublin Townships,Baile Atha Cliath,9245,
John A Costello,Fine Gael,8418,0.22769999999999999,0.91,0,2,,Male,1937-07-01,not available,5,3,Dublin Townships,Baile Atha Cliath,9245,
Ernest Benson,Fine Gael,8313,0.2248,0.90,0,3,,Male,1937-07-01,not available,5,3,Dublin Townships,Baile Atha Cliath,9245,
Maud Walsh,Non party/Independent,6535,0.17670000000000002,0.71,0,,,Female,1937-07-01,not available,5,3,Dublin Townships,Baile Atha Cliath,9245,
Bernard Butler,Fianna Fail,3587,0.09699999999999999,0.39,0,,,Male,1937-07-01,not available,5,3,Dublin Townships,Baile Atha Cliath,9245,
General Seán MacEoin,Fine Gael,6936,0.2384,0.95,0,1,,Male,1938-06-17,not available,6,3,Athlone Longford,(Leinster),7275,
James Victory,Fianna Fail,6107,0.20989999999999998,0.84,0,2,,Male,1938-06-17,not available,6,3,Athlone Longford,(Leinster),7275,
Erskine Childers,Fianna Fail,4885,0.1679,0.67,0,3,,Male,1938-06-17,not available,6,3,Athlone Longford,(Leinster),7275,
